"filename", "language", "TypeScript", "YAML", "JSON with Comments", "JSON", "Markdown", "Docker", "HTML", "JavaScript", "XML", "TypeScript JSX", "PostCSS", "Properties", "MS SQL", "comment", "blank", "total"
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsSchema/RoomsSchema.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 20, 147
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsSchema/RoomsSchema.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 7, 89
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsSchema/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsSchema/roomschema.config.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsSchema/roomsschema.types.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/RoomsTable/RoomsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 5, 100
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/StatCards/StatCards.config.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 47
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/StatCards/StatCards.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 6, 60
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/StatCards/StatCards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 5, 2, 36
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/StatCards/StatCards.types.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/admin/room-assets/frontend/src/components/catalogAuditorious/StatCards/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/admin/room-assets/frontend/src/config.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/admin/room-assets/frontend/src/context/auth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 9, 51
"/Users/admin/room-assets/frontend/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 8, 70
"/Users/admin/room-assets/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 2, 25
"/Users/admin/room-assets/frontend/src/mocks/browser.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/admin/room-assets/frontend/src/mocks/data.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/admin/room-assets/frontend/src/mocks/handlers.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/admin/room-assets/frontend/src/pages/AuditoriumCataloguePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"/Users/admin/room-assets/frontend/src/pages/BookingManagementPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 2, 29
"/Users/admin/room-assets/frontend/src/pages/Settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"/Users/admin/room-assets/frontend/tsconfig.app.json", "JSON", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 33
"/Users/admin/room-assets/frontend/tsconfig.json", "JSON with Comments", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/admin/room-assets/frontend/tsconfig.node.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"/Users/admin/room-assets/frontend/vite.config.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 19
"/Users/admin/room-assets/index.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/admin/room-assets/nginx/nginx.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 8, 10, 63
"/Users/admin/room-assets/package-lock.json", "JSON", 0, 0, 0, 4717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4718
"/Users/admin/room-assets/package.json", "JSON", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47
"/Users/admin/room-assets/public/mockServiceWorker.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 71, 53, 350
